Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Device,Attack Name,Label
184.51.149.17-192.168.137.231-443-39352-6,184.51.149.17,443,192.168.137.231,39352,6,22/09/21 12:37,2302,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,868.8097307,2302.0,0.0,2302.0,2302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,434.4048653,434.4048653,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,506,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
184.51.149.17-192.168.137.231-443-39352-6,184.51.149.17,443,192.168.137.231,39352,6,22/09/21 12:37,4692,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,426.2574595,4692.0,0.0,4692.0,4692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,213.1287298,213.1287298,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,506,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.215.131.90-47643-443-6,192.168.137.231,47643,52.215.131.90,443,6,22/09/21 12:37,587410,10,7,524,6007,517,0,52.4,163.2586224,1448,0,858.1428571,681.8622609,11118.29897,28.94060367,36713.125,71201.64403,258078.0,0.0,587410.0,65267.77778,88314.1768,258078.0,0.0,358869.0,59811.5,145781.3757,357386.0,62.0,0,0,0,0,328,232,17.02388451,11.91671916,0,1448,362.8333333,586.2219265,343656.1471,0,2,1,4,16,0,0,0,0,384.1764706,52.4,858.1428571,0,0,0,6531,7,29195,0,0,0,0,14600,110,2,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
52.215.131.90-192.168.137.231-443-47643-6,52.215.131.90,443,192.168.137.231,47643,6,22/09/21 12:37,3135,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,637.9585327,3135.0,0.0,3135.0,3135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,318.9792663,318.9792663,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,110,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-184.51.149.17-39354-443-6,192.168.137.231,39354,184.51.149.17,443,6,22/09/21 12:37,148123,7,4,524,2577,517,0,74.85714286,194.9841263,1448,0,644.25,755.2290491,20935.30377,74.26260608,14812.3,12345.58501,41151.0,63.0,148123.0,24687.16667,13830.07499,41151.0,9556.0,76142.0,25380.66667,42151.7993,74040.0,63.0,0,0,0,0,232,136,47.25802205,27.00458403,0,1448,258.4166667,507.8773041,257939.3561,0,2,1,3,10,0,0,0,0,281.9090909,74.85714286,644.25,0,0,0,3101,4,57362,0,0,0,0,14600,506,2,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
184.51.149.17-192.168.137.231-443-39354-6,184.51.149.17,443,192.168.137.231,39354,6,22/09/21 12:37,5366,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,559.0756616,2683.0,2505.986433,4455.0,911.0,911.0,911.0,0.0,911.0,911.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,20,372.7171077,186.3585539,0,0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,506,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-184.51.149.17-39355-443-6,192.168.137.231,39355,184.51.149.17,443,6,22/09/21 12:37,125678,7,4,524,2579,517,0,74.85714286,194.9841263,1448,0,644.75,755.6574952,24690.081,87.52526297,12567.8,13730.18872,43991.0,0.0,125678.0,20946.33333,18242.10386,43991.0,0.0,78877.0,26292.33333,44050.44846,77149.0,63.0,0,0,0,0,232,136,55.69789462,31.82736835,0,1448,258.5833333,508.1892021,258256.2652,0,2,1,3,10,0,0,0,0,282.0909091,74.85714286,644.75,0,0,0,3103,4,72883,0,0,0,0,14600,506,2,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
184.51.149.17-192.168.137.231-443-39355-6,184.51.149.17,443,192.168.137.231,39355,6,22/09/21 12:37,2569,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1167.76956,1284.5,1737.361361,2513.0,56.0,56.0,56.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,20,778.5130401,389.25652,0,0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,506,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.215.104.241-44271-443-6,192.168.137.231,44271,52.215.104.241,443,6,22/09/21 12:37,994730,13,11,852,6552,517,0,65.53846154,147.1878705,1448,0,595.6363636,652.6716284,7443.2258,24.12715008,43249.13043,80161.53345,355382.0,0.0,899656.0,74971.33333,102547.8151,355382.0,0.0,896970.0,89697.0,150786.7368,466273.0,58.0,0,0,0,0,424,360,13.06887296,11.05827712,0,1448,296.16,511.7556937,261893.89,2,2,0,9,23,0,0,0,0,308.5,65.53846154,595.6363636,0,0,0,7404,12,9411,0,0,0,0,14600,123,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
52.215.104.241-192.168.137.231-443-44271-6,52.215.104.241,443,192.168.137.231,44271,6,22/09/21 12:37,590,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3389.830508,590.0,0.0,590.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,1694.915254,1694.915254,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,123,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.215.104.241-44271-443-6,192.168.137.231,44271,52.215.104.241,443,6,22/09/21 12:37,0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,5937.81503623843,522.339035455309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-184.51.149.56-46718-443-6,192.168.137.231,46718,184.51.149.56,443,6,22/09/21 12:37,1139617,14,22,825,18960,517,0,58.92857143,140.9612409,1448,0,861.8181818,698.3224549,17361.09588,31.58956035,32560.48571,97453.97783,446962.0,0.0,1125693.0,86591.76923,153750.4127,446962.0,0.0,1116362.0,53160.09524,130589.1961,478340.0,14.0,0,0,0,0,456,712,12.28482903,19.30473133,0,1448,534.7297297,673.0550435,453003.0916,2,2,0,13,35,0,0,0,1,549.5833333,58.92857143,861.8181818,0,0,0,19785,20,21224,0,0,0,0,14600,505,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-184.51.149.56-46718-443-6,192.168.137.231,46718,184.51.149.56,443,6,22/09/21 12:37,12591,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,238.2654277,6295.5,3881.309122,9040.0,3551.0,12591.0,12591.0,0.0,12591.0,12591.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,32,158.8436185,79.42180923,0,0,0.0,0.0,0.0,0,0,2,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,505,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-44.237.116.204-54492-443-6,192.168.137.231,54492,44.237.116.204,443,6,22/09/21 12:37,800259,14,11,842,6824,517,0,60.14285714,141.8855753,1448,0,620.3636364,689.6605357,9579.39867,31.23988609,33344.125,52289.15984,213102.0,0.0,719106.0,55315.84615,65562.63144,213102.0,0.0,716056.0,71605.6,109039.6313,320186.0,39.0,0,0,0,0,456,360,17.49433621,13.74554988,0,1448,294.8461538,530.7254426,281669.4954,2,2,0,8,24,0,0,0,0,306.64,60.14285714,620.3636364,0,0,0,7666,12,14366,0,0,0,0,14600,114,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-34.251.131.171-49523-443-6,192.168.137.231,49523,34.251.131.171,443,6,22/09/21 12:37,998401,15,14,749,11569,383,0,49.93333333,110.132042,1448,0,826.3571429,705.1144596,12337.72803,29.04644527,35657.17857,64657.79587,271147.0,0.0,912327.0,65166.21429,82280.42085,271147.0,0.0,899337.0,69179.76923,123730.4116,381443.0,37.0,0,0,0,0,488,456,15.02402341,14.02242185,0,1448,410.6,620.7055274,385275.3517,2,2,0,8,28,0,0,0,0,424.7586207,49.93333333,826.3571429,0,0,0,12318,15,19273,0,0,0,0,14600,114,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-34.251.131.171-49522-443-6,192.168.137.231,49522,34.251.131.171,443,6,22/09/21 12:37,1182116,14,13,1041,7071,675,0,74.35714286,183.7090539,1448,0,543.9230769,680.6830468,6862.270708,22.84039807,45466.0,71917.55296,278784.0,0.0,1101498.0,84730.61538,100684.9369,278784.0,0.0,1085627.0,90468.91667,134841.145,395988.0,37.0,0,0,0,0,456,424,11.84316937,10.9972287,0,1448,289.7142857,529.5705358,280444.9524,2,2,0,8,26,0,0,0,0,300.4444444,74.35714286,543.9230769,0,0,0,8112,12,10352,0,0,0,0,14600,115,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-34.251.131.171-49521-443-6,192.168.137.231,49521,34.251.131.171,443,6,22/09/21 12:37,1233808,15,16,757,11610,391,0,50.46666667,111.8659061,1448,0,725.625,719.70641,10023.43963,25.12546523,41126.93333,70491.01878,288952.0,0.0,1168749.0,83482.07143,103949.5995,290165.0,0.0,1135825.0,75721.66667,127418.0309,406787.0,36.0,0,0,0,0,488,520,12.15748317,12.96798205,0,1448,386.46875,612.4542371,375100.1925,2,2,0,8,30,0,0,0,1,398.9354839,50.46666667,725.625,0,0,0,12367,15,14632,0,0,0,0,14600,114,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-34.251.131.171-49524-443-6,192.168.137.231,49524,34.251.131.171,443,6,22/09/21 12:37,788541,9,8,701,917,378,0,77.88888889,136.8972648,731,0,114.625,254.5331511,2051.89077,21.5588029,49283.8125,64934.0186,216577.0,61.0,696619.0,87077.375,74906.86963,216577.0,4221.0,692207.0,98886.71429,115858.9117,321149.0,61.0,0,0,0,0,296,264,11.41348389,10.14531901,0,731,89.88888889,190.6193894,36335.75163,2,2,0,7,16,0,0,0,0,95.17647059,77.88888889,114.625,0,0,0,1618,7,4362,0,0,0,0,14600,114,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-34.251.131.171-49527-443-6,192.168.137.231,49527,34.251.131.171,443,6,22/09/21 12:37,836786,10,11,938,5741,615,0,93.8,197.7325916,1448,0,521.9090909,697.2070646,7981.730096,25.09602216,41839.3,57169.34467,197989.0,39.0,763774.0,84863.77778,77265.28496,197989.0,1498.0,739306.0,73930.6,98679.98529,300994.0,39.0,0,0,0,0,328,360,11.95048674,13.14553542,0,1448,303.5909091,546.3925555,298544.8247,2,2,0,7,20,0,0,0,1,318.047619,93.8,521.9090909,0,0,0,6679,9,15242,0,0,0,0,14600,114,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.218.117.73-37693-443-6,192.168.137.231,37693,52.218.117.73,443,6,22/09/21 12:37,836330,17,14,2554,3740,1301,0,150.2352941,343.2916998,1432,0,267.1428571,488.7566418,7525.737448,37.06670812,27877.66667,41335.81671,112202.0,0.0,836330.0,52270.625,51684.63323,128456.0,0.0,736298.0,56638.30769,71669.54989,183692.0,33.0,0,0,0,0,372,292,20.32690445,16.73980367,0,1432,196.6875,407.0321726,165675.1895,1,2,1,15,29,0,0,0,0,203.0322581,150.2352941,267.1428571,0,0,0,6294,16,9299,0,0,0,0,14600,143,5,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
52.218.117.73-192.168.137.231-443-37693-6,52.218.117.73,443,192.168.137.231,37693,6,22/09/21 12:37,2603,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,768.3442182,2603.0,0.0,2603.0,2603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,384.1721091,384.1721091,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,143,0,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-54.189.14.184-39807-443-6,192.168.137.231,39807,54.189.14.184,443,6,22/09/21 12:37,111620439,19,20,506,7746,218,0,26.63157895,60.3869104,1448,0,387.3,582.2164636,73.92911257,0.349398375,2937379.974,7024545.265,22600000.0,0.0,67100000.0,3726840.5,7328572.081,20000000.0,0.0,112000000.0,5870362.211,9157189.791,22600000.0,17.0,0,0,0,0,616,648,0.170219721,0.179178654,0,1448,206.3,447.7091661,200443.4974,0,2,0,8,38,0,0,0,1,211.5897436,26.63157895,387.3,0,0,0,7170,10,15435,2,63,2,968,14600,219,4,32,2172730.5,1717447.187,4158683.0,95157.0,20600000,1679644,22600000,18400000,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.210.74.165-56534-443-6,192.168.137.231,56534,52.210.74.165,443,6,22/09/21 12:41,25047,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,79.84988222,25047.0,0.0,25047.0,25047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,39.92494111,39.92494111,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1271,114,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.210.74.165-56532-443-6,192.168.137.231,56532,52.210.74.165,443,6,22/09/21 12:41,5012,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,399.0422985,5012.0,0.0,5012.0,5012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,199.5211492,199.5211492,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1271,114,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
52.210.74.165-192.168.137.231-443-56535-6,52.210.74.165,443,192.168.137.231,56535,6,22/09/21 12:41,4012,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,498.5044865,4012.0,0.0,4012.0,4012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,249.2522433,249.2522433,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,114,536,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-44.237.116.204-44900-443-6,192.168.137.231,44900,44.237.116.204,443,6,22/09/21 12:41,949,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2107.48156,949.0,0.0,949.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1053.74078,1053.74078,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1000,114,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.210.74.165-56538-443-6,192.168.137.231,56538,52.210.74.165,443,6,22/09/21 12:41,15447,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,129.474979,15447.0,0.0,15447.0,15447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,64.73748948,64.73748948,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,852,114,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.210.74.165-56533-443-6,192.168.137.231,56533,52.210.74.165,443,6,22/09/21 12:41,74351,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26.89943646,74351.0,0.0,74351.0,74351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13.44971823,13.44971823,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1000,115,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-184.51.149.56-57360-443-6,192.168.137.231,57360,184.51.149.56,443,6,22/09/21 12:40,395063,6,6,524,2577,517,0,87.33333333,210.5114407,1448,0,429.5,672.9819463,7849.380985,30.37490223,35914.81818,77415.41914,265256.0,64.0,372295.0,74459.0,107929.7217,265256.0,516.0,372177.0,74435.4,127469.5672,294948.0,64.0,0,0,0,0,200,200,15.18745112,15.18745112,0,1448,238.5384615,491.5091751,241581.2692,1,2,0,3,11,0,0,0,1,258.4166667,87.33333333,429.5,0,0,0,3101,4,40303,0,0,0,0,14600,506,2,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.215.131.90-43748-443-6,192.168.137.231,43748,52.215.131.90,443,6,22/09/21 12:40,606584,10,7,524,6007,517,0,52.4,163.2586224,1448,0,858.1428571,681.8622609,10766.85175,28.02579692,37911.5,68561.00835,249355.0,0.0,606584.0,67398.22222,84592.26288,249355.0,0.0,358857.0,59809.5,145789.6462,357401.0,61.0,0,0,0,0,328,232,16.4857629,11.54003403,0,1448,362.8333333,586.2219265,343656.1471,0,2,1,4,16,0,0,0,0,384.1764706,52.4,858.1428571,0,0,0,6531,7,29574,0,0,0,0,14600,119,2,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
52.215.131.90-192.168.137.231-443-43748-6,52.215.131.90,443,192.168.137.231,43748,6,22/09/21 12:40,2437,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,820.6811654,2437.0,0.0,2437.0,2437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,410.3405827,410.3405827,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,119,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-184.51.149.56-57362-443-6,192.168.137.231,57362,184.51.149.56,443,6,22/09/21 12:40,121462,7,4,524,2579,517,0,74.85714286,194.9841263,1448,0,644.75,755.6574952,25547.08468,90.56330375,12146.2,12914.3574,39141.0,0.0,121462.0,20243.66667,16102.03548,39141.0,0.0,73361.0,24453.66667,41002.53007,71792.0,64.0,0,0,0,0,232,136,57.6311933,32.93211045,0,1448,258.5833333,508.1892021,258256.2652,0,2,1,3,10,0,0,0,0,282.0909091,74.85714286,644.75,0,0,0,3103,4,67966,0,0,0,0,14600,506,2,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
184.51.149.56-192.168.137.231-443-57362-6,184.51.149.56,443,192.168.137.231,57362,6,22/09/21 12:40,2554,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1174.628034,1277.0,1726.75476,2498.0,56.0,56.0,56.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,20,783.0853563,391.5426782,0,0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,506,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-184.51.149.56-57363-443-6,192.168.137.231,57363,184.51.149.56,443,6,22/09/21 12:41,113502,7,4,524,2578,517,0,74.85714286,194.9841263,1448,0,644.5,755.4431371,27329.91489,96.91459181,11350.2,12629.53302,37469.0,0.0,113502.0,18917.0,15235.63621,37469.0,0.0,69689.0,23229.66667,39210.56611,68502.0,64.0,0,0,0,0,232,136,61.67292206,35.24166975,0,1448,258.5,508.0331951,258097.7273,0,2,1,3,10,0,0,0,0,282.0,74.85714286,644.5,0,0,0,3102,4,78159,0,0,0,0,14600,506,2,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
184.51.149.56-192.168.137.231-443-57363-6,184.51.149.56,443,192.168.137.231,57363,6,22/09/21 12:41,2354,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1274.426508,1177.0,1585.333403,2298.0,56.0,56.0,56.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,20,849.617672,424.808836,0,0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,506,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.215.104.241-43461-443-6,192.168.137.231,43461,52.215.104.241,443,6,22/09/21 12:41,981254,13,11,852,6552,517,0,65.53846154,147.1878705,1448,0,595.6363636,652.6716284,7545.446948,24.45849902,42663.21739,70780.4941,230916.0,0.0,890423.0,74201.91667,87267.26357,230916.0,0.0,884888.0,88488.8,135304.1943,334562.0,28.0,0,0,0,0,424,360,13.24835364,11.21014539,0,1448,296.16,511.7556937,261893.89,2,2,0,9,23,0,0,0,0,308.5,65.53846154,595.6363636,0,0,0,7404,12,11316,0,0,0,0,14600,123,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-52.215.104.241-43461-443-6,192.168.137.231,43461,52.215.104.241,443,6,22/09/21 12:41,0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,5937.81503623843,522.339035455309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
52.215.104.241-192.168.137.231-443-43461-6,52.215.104.241,443,192.168.137.231,43461,6,22/09/21 12:41,2317,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,863.1851532,2317.0,0.0,2317.0,2317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,431.5925766,431.5925766,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,123,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-184.51.149.17-59360-443-6,192.168.137.231,59360,184.51.149.17,443,6,22/09/21 12:41,1096195,14,22,825,18958,517,0,58.92857143,140.9612409,1448,0,861.7272727,698.2858728,18046.97157,32.84087229,31319.85714,92788.87206,433607.0,0.0,1091116.0,83932.0,146950.6037,433607.0,0.0,1072899.0,51090.42857,124089.8357,461772.0,15.0,0,0,0,0,456,712,12.77145034,20.06942196,0,1448,534.6756757,673.0059045,452936.9474,2,2,0,13,35,0,0,0,1,549.5277778,58.92857143,861.7272727,0,0,0,19783,20,21434,0,0,0,0,14600,505,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
192.168.137.231-184.51.149.17-59360-443-6,192.168.137.231,59360,184.51.149.17,443,6,22/09/21 12:41,882,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2267.573696,882.0,0.0,882.0,882.0,882.0,882.0,0.0,882.0,882.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2267.573696,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
184.51.149.17-192.168.137.231-443-59360-6,184.51.149.17,443,192.168.137.231,59360,6,22/09/21 12:41,3856,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,518.6721992,3856.0,0.0,3856.0,3856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,259.3360996,259.3360996,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,505,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0
